"Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","SalePrice"
339,91,14145,7,7,1984,1998,1208,1621,3,8,0,1984,2,440,108,202500
340,66,12400,6,7,1958,1998,1215,1215,3,6,0,1958,1,297,0,155000
341,85,14191,8,5,2002,2002,967,1908,4,9,0,2002,2,431,135,202900
342,60,8400,4,4,1950,1950,721,841,2,4,0,1950,1,294,250,82000
343,NA,8544,3,4,1949,1950,0,1040,2,6,0,1949,2,400,0,87500
344,63,8849,9,5,2005,2005,1684,1684,2,6,1,2005,2,564,495,266000
345,36,2592,5,3,1976,1976,536,1112,3,4,0,1976,1,336,182,85000
346,65,6435,6,5,1939,1950,972,1577,3,6,1,1939,1,312,0,140200
347,NA,12772,6,8,1960,1998,958,958,2,5,0,1960,1,301,0,151500
348,NA,17600,6,5,1960,1960,1478,1478,3,6,2,1960,2,498,0,157500
349,36,2448,7,5,2003,2004,764,1626,2,6,0,2003,2,474,0,154000
350,56,20431,9,5,2005,2006,1848,2728,4,10,2,2006,3,706,0,437154
351,68,7820,9,5,2007,2007,1869,1869,2,6,1,2007,2,617,210,318061
352,NA,5271,7,5,1986,1986,1453,1453,2,6,1,1986,2,445,0,190000
353,60,9084,5,6,1941,1950,616,1111,3,5,0,1941,1,200,48,95000
354,60,8520,6,8,1928,2003,624,720,2,5,0,2005,2,484,106,105900
355,60,8400,6,5,1940,2000,940,1595,2,6,2,1940,1,240,0,140000
356,105,11249,6,5,1995,1995,1200,1200,3,6,0,1995,2,521,0,177500
357,NA,9248,6,6,1992,1992,1158,1167,3,6,0,1992,2,400,120,173000
358,44,4224,5,5,1976,1976,1142,1142,3,6,1,1976,2,528,536,134000
359,92,6930,5,4,1958,1958,1062,1352,3,6,0,1958,1,288,168,130000
360,78,12011,8,5,1998,1998,1086,1924,3,7,1,1998,2,592,208,280000
361,NA,7540,6,6,1978,1978,888,912,2,5,1,1978,2,470,0,156000
362,NA,9144,5,5,1940,1982,883,1505,3,8,0,1940,1,240,0,145000
363,64,7301,7,5,2003,2003,0,1922,4,7,1,2003,2,672,0,198500
364,21,1680,6,8,1972,2007,483,987,2,5,0,1972,1,264,250,118000
365,NA,18800,6,5,1976,1976,796,1574,3,6,1,1976,2,566,306,190000
366,59,10690,5,7,1920,1997,672,1344,3,6,0,1964,1,468,0,147000
367,NA,9500,6,5,1963,1963,1394,1394,3,6,2,1963,2,514,0,159000
368,101,9150,6,5,1962,1962,1099,1431,3,6,1,1962,1,296,64,165000
369,78,7800,5,6,1954,1954,1268,1268,2,7,1,1954,1,244,0,132000
370,NA,9830,5,7,1959,2006,1063,1287,3,7,1,1997,2,576,364,162000
371,NA,8121,6,5,2000,2000,953,1664,3,7,1,2000,2,460,100,172400
372,80,17120,4,4,1959,1959,0,1588,4,7,1,1991,2,680,0,134432
373,50,7175,6,5,1984,1984,744,752,2,4,0,1984,1,264,353,125000
374,79,10634,5,6,1953,1953,608,1319,3,5,0,1953,1,270,66,123000
375,65,8200,7,5,2003,2004,847,1928,4,8,1,2003,2,434,100,219500
376,NA,10020,1,1,1922,1950,683,904,1,4,0,NA,0,0,0,61000
377,57,8846,5,5,1996,1996,870,914,2,5,0,1998,2,576,0,148000
378,102,11143,8,5,2004,2005,1580,2466,4,8,1,2004,2,610,159,340000
379,88,11394,9,2,2010,2010,1856,1856,1,8,1,2010,3,834,113,394432
380,60,8123,6,5,2000,2000,982,1800,3,7,1,2000,2,463,100,179000
381,50,5000,5,6,1924,1950,1026,1691,3,6,1,1924,1,308,0,127000
382,60,7200,7,5,2006,2006,1293,1301,2,5,1,2006,2,572,216,187750
383,79,9245,7,5,2006,2006,939,1797,3,8,0,2006,2,639,144,213500
384,60,9000,6,3,1928,1950,784,784,2,5,0,1950,2,360,0,76000
385,NA,53107,6,5,1992,1992,1580,1953,3,9,2,1992,2,501,216,240000
386,43,3182,8,5,2004,2005,1256,1269,2,6,1,2004,2,430,146,192000
387,58,8410,5,3,1910,1996,658,1184,5,8,0,NA,0,0,0,81000
388,72,7200,6,6,1976,1976,1041,1125,3,6,1,1977,1,352,296,125000
389,93,9382,7,5,1999,2000,1468,1479,3,6,0,1999,2,577,120,191000
390,96,12474,10,5,2007,2008,1682,2332,3,9,1,2008,3,846,196,426000
391,50,8405,5,8,1900,1950,861,1367,4,7,0,1978,1,384,0,119000
392,71,12209,6,5,2001,2002,804,1961,3,7,1,2001,2,560,125,215000
393,NA,8339,5,7,1959,1959,0,882,3,5,0,1959,1,294,0,106500
394,NA,7446,4,5,1941,1950,788,788,2,4,2,NA,0,0,0,100000
395,60,10134,5,6,1940,1950,735,1034,2,5,0,1940,1,240,0,109000
396,68,9571,5,6,1956,1956,1144,1144,3,6,0,1956,1,596,44,129000
397,60,7200,5,5,1972,1972,894,894,2,6,0,1985,2,600,215,123000
398,69,7590,5,5,1962,1962,864,1812,4,8,1,1962,1,264,0,169500
399,60,8967,5,2,1920,1950,961,1077,2,6,0,1920,1,338,0,67000
400,65,8125,7,5,2006,2007,1092,1550,2,7,0,2007,2,438,0,241000
401,38,14963,8,5,1996,1996,1260,1288,1,4,2,1996,2,500,120,245500
402,65,8767,7,5,2005,2005,1310,1310,3,6,1,2005,2,400,0,164990
403,60,10200,5,8,1940,1997,672,672,2,4,0,1940,1,240,168,108000
404,93,12090,8,5,1998,1998,1141,2263,4,10,1,1998,2,420,144,258000
405,NA,10364,6,5,1995,1996,806,1572,3,7,1,1995,2,373,0,168000
406,NA,9991,4,4,1976,1993,1281,1620,3,8,1,1993,2,490,120,150000
407,51,10480,6,5,1936,1950,1064,1639,3,6,0,1936,1,240,0,115000
408,63,15576,6,7,1915,1976,840,1680,4,8,0,1960,1,308,0,177000
409,109,14154,7,5,2006,2006,1063,2172,3,9,1,2006,3,947,192,280000
410,85,10800,8,5,2007,2008,1034,2078,3,8,1,2008,3,836,0,339750
411,68,9571,5,3,1958,1958,1276,1276,3,5,0,1958,1,350,0,60000
412,100,34650,5,5,1955,1955,1056,1056,3,5,0,1955,2,572,264,145000
413,NA,4403,7,5,2009,2009,1470,1478,2,7,1,2009,2,484,0,222000
414,56,8960,5,6,1927,1950,1008,1028,2,5,1,1927,2,360,0,115000
415,59,11228,7,5,1993,1993,1080,2097,3,9,1,1993,3,678,196,228000
416,73,8899,7,5,2007,2007,1340,1340,3,6,0,2007,2,396,100,181134
417,74,7844,6,7,1978,1978,672,1400,3,6,1,1978,2,440,0,149500
418,86,22420,6,6,1918,1950,1370,2624,4,10,1,1918,3,864,0,239000
419,60,8160,5,6,1940,1950,756,1134,3,7,0,1940,1,240,0,126000
420,65,8450,5,6,1968,1968,1056,1056,3,6,1,1968,1,304,0,142000
421,78,7060,7,5,1997,1998,1344,1344,2,8,0,1997,4,784,0,206300
422,NA,16635,6,7,1977,2000,1602,1602,3,8,1,1977,2,529,240,215000
423,100,21750,5,5,1954,1954,988,988,2,4,0,1954,2,520,0,113000
424,80,9200,8,5,1998,1998,1470,2630,4,8,1,1998,3,696,0,315000
425,72,9000,6,5,1956,1956,1196,1196,2,6,1,1956,1,297,0,139000
426,60,3378,7,8,1946,1992,651,1389,3,6,2,1947,1,240,0,135000
427,NA,12800,7,5,1989,1989,1518,1644,2,5,1,1989,2,569,80,275000
428,77,8593,4,6,1957,1957,907,907,3,5,0,1964,1,352,0,109008
429,64,6762,7,5,2007,2007,1208,1208,2,6,0,2007,2,628,105,195400
430,130,11457,6,5,1988,1988,1392,1412,3,6,1,1988,2,576,0,175000
431,21,1680,6,5,1971,1971,483,987,2,4,0,1971,1,264,0,85400
432,60,5586,6,7,1920,1998,901,1198,4,7,0,NA,0,0,0,79900
433,24,1920,5,5,1971,1971,765,1365,2,6,0,1971,2,440,240,122500
434,100,10839,6,5,1997,1998,926,1604,3,7,1,1997,2,470,0,181000
435,21,1890,4,7,1972,1972,630,630,1,3,0,NA,0,0,88,81000
436,43,10667,7,6,1996,1996,799,1661,3,6,1,1996,2,550,158,212000
437,40,4400,6,8,1920,1950,648,1118,2,6,0,1990,2,440,0,116000
438,50,6000,6,7,1926,2004,884,904,2,4,0,1926,1,180,0,119000
439,40,4280,5,6,1913,2002,440,694,2,4,1,1990,1,352,0,90350
440,67,12354,6,8,1920,2000,684,1196,3,7,0,2005,2,528,0,110000
441,105,15431,10,5,2008,2008,3094,2402,2,10,2,2008,3,672,0,555000
442,92,12108,4,4,1955,1955,1440,1440,4,8,0,NA,0,0,0,118000
443,52,6240,5,7,1930,1992,1078,1573,3,8,1,1930,2,360,0,162900
444,53,3922,7,5,2006,2007,1258,1258,2,6,1,2007,3,648,144,172500
445,70,8750,7,5,1994,1995,915,1908,4,8,1,1994,2,493,144,210000
446,73,9855,6,5,1956,1956,1436,1689,3,7,1,1956,2,480,0,127500
447,137,16492,6,6,1966,2002,1517,1888,2,6,1,1966,2,578,0,190000
448,NA,11214,7,5,1998,1999,930,1886,4,10,1,1998,2,431,89,199900
449,50,8600,6,6,1937,1950,780,1376,3,7,1,1937,1,198,0,119500
450,50,6000,3,7,1948,2002,649,1183,2,6,0,1981,1,308,0,120000
451,70,5684,6,8,1930,2005,813,813,2,5,0,1932,1,270,0,110000
452,62,70761,7,5,1975,1975,1533,1533,2,5,2,1975,2,576,200,280000
453,NA,9303,6,5,1996,1997,872,1756,3,7,0,1996,2,422,144,204000
454,75,9000,8,5,2008,2008,768,1590,3,6,0,2008,2,676,0,210000
455,63,9297,5,5,1976,1976,1728,1728,4,8,0,1976,2,560,0,188000
456,80,9600,7,6,1973,1973,1242,1242,3,6,1,1973,2,528,0,175500
457,34,4571,5,5,1916,1950,624,1344,4,7,0,1916,3,513,0,98000
458,NA,53227,4,6,1954,1994,1364,1663,2,6,2,1954,2,529,224,256000
459,NA,5100,8,7,1925,1996,588,1666,3,7,1,1925,1,228,192,161000
460,NA,7015,5,4,1950,1950,709,1203,3,5,1,1950,1,352,0,110000
461,75,8004,8,5,2009,2009,832,1935,3,8,0,2009,2,552,0,263435
462,60,7200,7,9,1936,2007,560,1135,3,6,0,1971,2,576,256,155000
463,60,8281,5,5,1965,1965,864,864,3,5,1,1965,1,360,0,62383
464,74,11988,6,7,1934,1995,715,1660,3,6,1,1939,1,240,0,188700
465,60,8430,5,5,1978,1978,1040,1040,3,5,0,NA,0,0,0,124000
466,NA,3072,7,5,2004,2004,1375,1414,2,6,1,2004,2,398,144,178740
467,85,10628,7,5,1970,1970,1277,1277,2,5,1,1970,2,526,0,167000
468,79,9480,5,7,1942,1995,728,1644,3,7,2,1942,1,312,168,146500
469,98,11428,8,5,2006,2006,1626,1634,3,7,1,2006,3,866,0,250000
470,76,9291,6,5,1993,1993,832,1710,3,7,0,1993,2,506,144,187000
471,NA,6820,8,5,1985,1985,1488,1502,1,4,0,1985,2,528,0,212000
472,92,11952,7,6,1977,1977,808,1969,3,8,1,1977,2,534,0,190000
473,35,3675,6,5,2005,2005,547,1072,2,5,0,2005,2,525,0,148000
474,110,14977,8,5,2006,2007,1976,1976,2,7,1,2006,3,908,250,440000
475,41,5330,8,5,2000,2000,1494,1652,2,6,0,2000,2,499,96,251000
476,80,8480,5,6,1963,1963,970,970,2,5,0,1996,2,624,0,132500
477,75,13125,6,5,1997,1998,1478,1493,3,7,1,1997,2,508,140,208900
478,105,13693,9,5,2006,2006,2153,2643,3,9,1,2006,3,694,414,380000
479,79,10637,8,5,2007,2008,1705,1718,3,7,1,2007,3,826,208,297000
480,50,5925,4,7,1937,2000,907,1131,2,7,0,1995,2,672,0,89471
481,98,16033,9,5,2004,2005,1833,1850,3,8,1,2004,3,772,519,326000
482,72,11846,9,5,2003,2004,1792,1792,2,6,1,2003,3,874,206,374000
483,50,2500,7,8,1915,2005,910,1826,4,7,1,1915,1,164,0,155000
484,32,4500,6,5,1998,1998,1216,1216,2,5,0,1998,2,402,0,164000
485,NA,7758,5,7,1962,2001,999,999,3,6,0,1963,1,264,0,132500
486,80,9600,5,7,1950,2007,1113,1113,3,5,1,1950,1,264,0,147000
487,79,10289,5,7,1965,1965,1073,1073,3,6,0,1965,2,515,0,156000
488,70,12243,5,6,1971,1971,1484,1484,3,7,1,1971,2,487,224,175000
489,60,10800,5,4,1900,1970,954,2414,3,10,1,1970,2,520,142,160000
490,21,1526,4,8,1970,2002,630,630,1,3,0,1970,1,286,0,86000
491,NA,2665,5,6,1976,1976,264,1304,3,4,1,1976,1,336,141,115000
492,79,9490,6,7,1941,1950,806,1578,3,5,2,1941,1,240,0,133000
493,105,15578,6,5,2006,2006,728,1456,3,8,0,2006,2,429,0,172785
494,70,7931,5,6,1960,1960,1269,1269,3,6,1,1964,1,308,0,155000
495,50,5784,5,8,1938,1996,190,886,2,4,0,1938,1,273,144,91300
496,60,7879,4,5,1920,1950,720,720,2,4,0,NA,0,0,0,34900
497,NA,12692,8,5,1992,1993,3200,3228,4,10,1,1992,2,546,264,430000
498,60,9120,7,6,1925,1950,1026,1820,4,8,0,1925,1,240,0,184000
499,65,7800,5,7,1967,2004,864,899,3,5,0,1967,1,288,64,130000
500,70,7535,5,7,1958,1985,912,912,2,5,0,1958,1,297,12,120000
501,21,1890,6,5,1973,1973,672,1218,3,7,0,1973,1,264,144,113000
502,75,9803,7,5,2005,2005,866,1768,3,7,0,2005,2,603,0,226700
503,70,9170,5,7,1965,1965,1214,1214,2,6,0,1965,2,461,0,140000
504,100,15602,7,8,1959,1997,1501,1801,1,6,2,1959,2,484,0,289000
505,24,2308,6,5,1974,1974,855,1322,3,6,1,1974,2,440,260,147000
506,60,7596,5,5,1952,1952,960,1960,4,10,0,1952,2,400,0,124500
507,80,9554,8,5,1993,1994,777,1911,3,8,1,1993,2,471,182,215000
508,75,7862,6,5,2009,2009,1218,1218,2,4,0,2009,2,676,0,208300
509,60,9600,7,9,1928,2005,689,1378,3,7,1,1928,2,360,0,161000
510,80,9600,5,6,1959,1959,1041,1041,3,6,0,1959,1,270,224,124500
511,75,14559,5,7,1951,2000,1008,1363,2,6,2,1951,1,288,324,164900
512,40,6792,7,5,2005,2006,1368,1368,2,6,1,2005,2,474,132,202665
513,70,9100,5,5,1958,1958,864,864,3,5,0,1964,2,624,0,129900
514,71,9187,6,5,1983,1983,1084,1080,3,5,0,1983,2,484,120,134000
515,55,10594,5,5,1926,1950,768,789,2,5,0,1926,1,200,0,96500
516,94,12220,10,5,2009,2009,2006,2020,3,9,1,2009,3,900,156,402861
517,NA,10448,6,6,1972,1972,689,2119,3,7,1,1972,2,583,0,158000
518,79,10208,7,5,1996,1997,1264,2344,3,7,1,1996,3,889,220,265000
519,NA,9531,6,5,1998,1998,794,1796,3,7,0,1998,2,546,0,211000
520,53,10918,7,9,1926,2004,1276,2080,3,9,2,1926,1,282,0,234000
521,60,10800,4,7,1900,2000,0,1294,3,7,0,NA,0,0,220,106250
522,90,11988,6,6,1957,1957,1244,1244,3,6,2,1957,1,336,0,150000
523,50,5000,6,7,1947,1950,1004,1664,3,7,2,1950,2,420,0,159000
524,130,40094,10,5,2007,2008,3138,4676,3,11,1,2007,3,884,208,184750
525,95,11787,7,5,1996,1997,1379,2398,3,8,1,1996,3,834,239,315750
526,62,7500,7,5,2005,2005,1257,1266,3,6,1,2005,2,453,38,176000
527,70,13300,5,7,1956,2000,928,928,2,4,0,1956,1,252,261,132000
528,67,14948,9,5,2008,2008,1452,2713,3,11,1,2008,3,858,126,446261
529,58,9098,4,7,1920,2002,528,605,2,5,0,NA,0,0,0,86000
530,NA,32668,6,3,1957,1975,2035,2515,4,9,2,1975,2,484,0,200624
531,85,10200,6,5,1988,1989,1461,1509,3,5,1,1988,2,600,224,175000
532,60,6155,6,8,1920,1999,611,1362,3,6,0,1920,2,502,0,128000
533,60,7200,5,7,1955,2007,0,827,2,5,1,1967,1,392,0,107500
534,50,5000,1,3,1946,1950,0,334,1,2,0,NA,0,0,0,39300
535,74,9056,8,5,2004,2004,707,1414,3,6,1,2004,2,403,100,178000
536,70,7000,5,7,1910,1991,1117,1347,3,5,0,NA,0,0,85,107500
537,57,8924,7,5,1998,1999,880,1724,3,8,0,1998,2,527,120,188000
538,NA,12735,4,5,1972,1972,864,864,3,5,0,1980,2,576,216,111250
539,NA,11553,5,5,1968,1968,1051,1159,3,7,1,1968,1,336,466,158000
540,NA,11423,8,5,2001,2002,1581,1601,3,6,1,2001,2,670,180,272000
541,85,14601,9,5,2006,2006,1838,1838,2,8,1,2006,3,765,270,315000
542,NA,11000,8,5,2000,2000,969,2285,4,8,1,2000,3,648,0,248000
543,78,10140,7,5,1998,1999,1650,1680,3,7,1,1998,2,583,78,213250
544,34,4058,7,5,1998,1998,723,767,1,4,0,1998,1,367,120,133000
545,58,17104,7,5,2006,2006,654,1496,3,7,1,2006,2,426,100,179665
546,NA,13837,7,5,1988,1988,1204,2183,4,9,0,1988,3,786,0,229000
547,70,8737,6,7,1923,1950,1065,1635,3,6,1,1950,2,440,0,210000
548,54,7244,5,7,1970,1970,768,768,2,5,0,1987,2,624,104,129500
549,49,8235,5,7,1955,1995,825,825,2,4,0,1963,2,720,140,125000
550,75,9375,7,5,2003,2004,912,2094,4,8,1,2003,2,615,182,263000
551,53,4043,6,6,1977,1977,1069,1069,2,4,0,1977,2,440,0,140000
552,50,6000,5,6,1957,1957,928,928,3,5,0,1957,1,288,0,112500
553,87,11146,8,5,2006,2006,1709,1717,3,7,1,2006,3,908,169,255500
554,67,8777,4,5,1949,2003,0,1126,2,5,0,2002,2,520,0,108000
555,85,10625,7,5,2003,2004,998,2046,3,8,1,2003,3,871,320,284000
556,58,6380,5,6,1922,1950,993,1048,2,5,1,1922,1,280,0,113000
557,69,14850,5,5,1957,1957,1092,1092,2,6,1,1957,1,299,268,141000
558,60,11040,4,6,1920,1950,637,1336,3,7,0,1994,1,570,0,108000
559,57,21872,7,5,1996,1997,729,1446,3,6,1,1996,2,406,264,175000
560,NA,3196,7,5,2003,2004,1374,1557,2,7,1,2003,2,420,143,234000
561,NA,11341,5,6,1957,1996,1392,1392,3,5,1,1957,2,528,0,121500
562,77,10010,5,5,1974,1975,1389,1389,2,6,1,1975,2,418,240,170000
563,63,13907,5,6,1940,1969,996,996,3,6,1,NA,0,0,144,108000
564,66,21780,6,7,1918,1950,1163,1674,4,8,1,1955,2,396,72,185000
565,NA,13346,7,5,1992,2000,1095,2295,4,9,1,1992,2,590,0,268000
566,66,6858,6,4,1915,1950,806,1647,4,6,0,1920,1,216,0,128000
567,77,11198,9,5,2005,2007,1122,2504,4,11,1,2005,3,656,144,325000
568,70,10171,7,5,2004,2004,1517,1535,3,7,0,2004,2,532,0,214000
569,79,12327,8,8,1983,2009,1496,2132,1,5,1,1983,2,612,349,316600
570,NA,7032,5,5,1979,1979,943,943,2,4,2,1979,2,600,42,135960
571,74,13101,5,5,1965,1965,1728,1728,6,10,0,1987,2,576,0,142600
572,60,7332,6,6,1959,1959,864,864,2,4,0,1959,1,288,168,120000
573,83,13159,7,5,2009,2009,846,1692,3,6,0,2009,2,650,208,224500
574,76,9967,7,5,2000,2000,384,1430,3,8,1,2000,2,400,100,170000
575,70,10500,5,7,1971,2005,372,1109,3,5,0,1971,1,288,35,139000
576,80,8480,5,5,1947,1950,832,1216,2,6,0,1947,1,336,158,118500
577,52,6292,7,7,1928,1950,861,1477,3,6,1,1928,1,216,0,145000
578,96,11777,5,6,1966,1966,1164,1320,3,6,2,1966,2,564,160,164500
579,34,3604,7,5,2007,2007,689,1392,2,5,0,2007,2,540,0,146000
580,81,12150,5,5,1954,1954,1050,1795,4,7,0,1954,1,352,0,131500
581,NA,14585,6,6,1960,1987,1144,1429,3,7,2,1960,2,572,216,181900
582,98,12704,8,5,2008,2009,2042,2042,3,8,1,2009,3,1390,0,253293
583,81,11841,6,5,1990,1990,816,816,3,5,0,NA,0,0,0,118500
584,75,13500,10,9,1893,2000,1237,2775,3,9,1,1988,2,880,105,325000
585,51,6120,4,7,1935,1995,884,1573,3,6,0,1935,1,240,0,133000
586,88,11443,8,5,2005,2006,1868,2028,2,7,2,2005,3,880,326,369900
587,55,10267,6,7,1918,2000,816,838,2,5,0,1961,1,275,0,130000
588,74,8740,5,6,1982,1982,840,860,2,4,0,1996,2,528,0,137000
589,65,25095,5,8,1968,2003,1437,1473,1,5,2,1968,1,452,0,143000
590,50,9100,5,6,1930,1960,742,935,2,4,0,1988,1,308,0,79500
591,64,8320,7,5,2004,2004,770,1582,3,6,0,2004,2,520,0,185900
592,97,13478,10,5,2008,2008,1722,2296,3,10,1,2008,3,842,382,451950
593,60,6600,5,8,1982,2003,816,816,2,4,0,1985,2,816,0,138000
594,NA,4435,6,5,2003,2003,848,848,1,4,0,2003,2,420,140,140000
595,88,7990,5,6,1975,1975,924,924,3,5,0,1981,1,280,0,110000
596,69,11302,8,5,2005,2006,1814,1826,3,7,1,2005,3,758,180,319000
597,60,3600,6,7,1910,1993,684,1368,3,7,0,1930,1,216,0,114504
598,53,3922,7,5,2006,2007,1258,1402,2,7,1,2006,3,648,120,194201
599,80,12984,5,6,1977,1977,1430,1647,3,7,1,1977,2,621,0,217500
600,24,1950,6,6,1980,1980,716,1556,3,6,1,1980,2,452,161,151000
601,74,10927,8,5,2005,2005,1058,1904,3,8,1,2003,2,736,179,275000
602,50,9000,6,6,1937,1950,780,1375,3,6,1,1979,1,544,0,141000
603,80,10041,8,5,1992,1992,908,1915,3,8,1,1992,2,506,120,220000
604,30,3182,7,5,2004,2005,600,1200,2,4,0,2004,2,480,0,151000
605,88,12803,7,5,2002,2002,1494,1494,3,6,1,2002,2,530,192,221000
606,85,13600,7,6,1965,1990,768,1986,3,7,3,1965,2,486,0,205000
607,82,12464,5,5,1996,1996,1040,1040,3,6,0,2000,2,576,168,152000
608,78,7800,5,8,1948,2002,896,2008,3,8,0,1948,1,230,103,225000
609,78,12168,8,6,1934,1998,965,3194,4,10,2,1934,2,380,0,359100
610,61,7943,4,5,1961,1961,1029,1029,3,5,0,1961,1,261,64,118500
611,NA,11050,9,5,2000,2000,1440,2153,3,8,2,2000,3,736,253,313000
612,NA,10395,6,6,1978,1978,1032,1032,3,6,1,1978,2,564,0,148000
613,NA,11885,8,5,2001,2001,1299,1872,3,7,1,2001,2,531,160,261500
614,70,8402,5,5,2007,2007,1120,1120,3,6,0,NA,0,0,0,147000
615,21,1491,4,6,1972,1972,630,630,1,3,0,NA,0,0,96,75500
616,80,8800,6,7,1963,1963,936,1054,3,6,0,1963,2,480,120,137500
617,NA,7861,6,5,2002,2003,783,1509,3,7,1,2002,2,393,100,183200
618,59,7227,6,6,1954,1954,832,832,2,4,0,1962,2,528,0,105500
619,90,11694,9,5,2007,2007,1822,1828,3,9,1,2007,3,774,0,314813
620,85,12244,8,5,2003,2003,1482,2262,4,10,2,2003,3,749,168,305000
621,45,8248,3,3,1914,1950,864,864,2,5,0,NA,0,0,0,67000
622,90,10800,6,7,1974,1997,1522,2614,4,9,1,1974,2,624,38,240000
623,71,7064,5,6,1977,1977,980,980,3,6,0,1986,2,484,192,135000
624,NA,2117,6,5,2000,2000,756,1512,2,4,1,2000,2,440,0,168500
625,80,10400,6,5,1972,1972,732,1790,4,8,1,1972,2,484,148,165150
626,87,10000,6,6,1962,1962,1116,1116,3,5,0,1962,2,440,0,160000
627,NA,12342,5,5,1960,1978,978,1422,3,6,1,1960,1,286,0,139900
628,80,9600,6,6,1955,1972,1156,1520,3,7,2,1955,1,364,0,153000
629,70,11606,5,5,1969,1969,1040,2080,5,9,2,1969,2,504,335,135000
630,82,9020,6,5,1964,1964,1248,1350,3,6,0,1964,2,520,176,168500
631,50,9000,5,6,1880,1991,636,1750,3,8,0,1937,1,240,0,124000
632,34,4590,8,5,2006,2006,1554,1554,2,6,1,2006,2,627,156,209500
633,85,11900,7,5,1977,1977,1386,1411,3,6,1,1977,2,544,192,82500
634,80,9250,5,7,1954,2005,1056,1056,3,6,0,1954,1,260,390,139400
635,64,6979,6,5,1980,1980,1056,1056,0,4,0,1980,2,576,264,144000
636,60,10896,6,7,1914,1995,1440,3395,8,14,0,NA,0,0,0,200000
637,51,6120,2,3,1936,1950,264,800,1,4,1,NA,0,0,0,60000
638,50,6000,5,4,1954,1954,811,1387,3,7,0,1954,1,256,0,93000
639,67,8777,5,7,1910,1950,796,796,2,4,0,NA,0,0,328,85000
640,53,3982,8,5,2006,2006,1520,1567,1,7,1,2006,3,648,312,264561
641,62,12677,8,5,2003,2004,1518,1518,1,6,1,2003,2,588,185,274000
642,NA,7050,7,5,2001,2001,1057,1929,3,7,1,2001,2,650,0,226000
643,75,13860,8,7,1972,1995,1952,2704,4,9,3,1972,2,538,269,345000
644,80,10793,5,5,1969,1969,780,1620,4,7,0,1969,2,462,208,152000
645,85,9187,9,5,2009,2009,1766,1766,2,7,1,2009,3,478,195,370878
646,NA,10530,6,5,1971,1971,981,981,3,5,0,1979,2,576,0,143250
647,60,7200,5,5,1950,1950,0,1048,3,7,0,1950,2,420,0,98300
648,85,10452,6,5,1953,1953,1094,1094,3,5,2,1953,2,495,0,155000
649,70,7700,6,5,1966,1966,756,1839,4,7,1,1966,2,442,0,155000
650,21,1936,4,6,1970,1970,630,630,1,3,0,NA,0,0,0,84500
651,65,8125,7,6,2007,2007,813,1665,3,7,0,2007,2,562,0,205950
652,60,9084,4,5,1940,1950,755,1510,4,7,1,1940,1,296,120,108000
653,70,8750,7,5,1996,1996,880,1716,2,7,1,1996,2,512,0,191000
654,60,10320,6,7,1906,1995,756,1469,3,7,0,1906,1,216,57,135000
655,91,10437,8,6,1995,1995,2109,2113,2,7,1,1995,3,839,236,350000
656,21,1680,6,5,1971,1971,525,1092,3,6,0,1971,1,264,0,88000
657,72,10007,5,7,1959,2006,1053,1053,3,5,0,1959,1,312,0,145500
658,60,7200,7,6,1931,2000,776,1502,3,6,1,1931,1,270,0,149000
659,78,17503,6,5,1948,1950,912,1458,3,6,1,1948,1,330,192,97500
660,75,9937,5,7,1964,1999,1486,1486,3,7,0,1968,2,480,0,167000
661,NA,12384,7,7,1976,1976,793,1935,3,7,1,1976,2,550,0,197900
662,52,46589,8,7,1994,2005,1629,2448,4,8,1,1994,3,711,517,402000
663,120,13560,6,3,1968,1968,1392,1392,2,5,2,1968,2,576,0,110000
664,90,10012,4,5,1972,1972,1138,1181,3,6,0,1974,2,588,0,137500
665,49,20896,8,5,2005,2006,2077,2097,1,8,1,2005,3,1134,192,423000
666,106,11194,8,5,2000,2000,1406,1936,3,7,1,2000,2,504,188,230500
667,NA,18450,6,5,1965,1979,1021,2380,3,7,1,1965,2,596,0,129000
668,65,8125,6,5,1994,1998,1408,1679,3,7,1,1994,2,575,224,193500
669,NA,14175,5,6,1956,1987,1188,1437,3,6,1,1999,2,576,304,168000
670,80,11600,4,5,1922,1950,700,1180,2,5,1,1922,1,252,0,137500
671,64,8633,6,5,2005,2005,738,1476,3,7,0,2005,2,540,100,173500
672,54,6629,6,6,1925,1950,672,1369,3,6,0,1930,1,300,147,103600
673,NA,11250,6,6,1977,1977,1208,1208,3,6,1,1977,2,546,198,165000
674,110,14442,6,7,1957,2004,1477,1839,3,7,2,1957,2,416,0,257500
675,80,9200,6,6,1965,1965,1136,1136,3,5,1,1965,1,384,426,140000
676,24,2289,6,6,1978,1978,855,1441,3,7,1,1978,2,440,28,148500
677,60,9600,4,2,1900,1950,1095,1774,4,8,0,1920,3,779,0,87000
678,52,9022,5,8,1924,2006,768,792,2,5,0,1924,1,240,316,109500
679,80,11844,8,5,2008,2008,2046,2046,3,7,1,2008,3,834,322,372500
680,NA,9945,5,5,1961,1961,988,988,3,5,0,1963,2,572,0,128500
